,#proteinId,kogid,kogdefline,kogClass,kogGroup,definition,catalyticActivity,pathway,pathway_class,pathway_type,ecNum,cofactors,gotermId,gotermType,goName,goAcc
232,479,"['KOG1038', 'KOG1038']","['Mitochondrial/chloroplast DNA-directed RNA polymerase RPO41, provides primers for DNA replication-initiation', 'Mitochondrial/chloroplast DNA-directed RNA polymerase RPO41, provides primers for DNA replication-initiation']","['Transcription ', 'Replication, recombination and repair ']","['INFORMATION STORAGE AND PROCESSING', 'INFORMATION STORAGE AND PROCESSING']",,,,,,,,,,,
233,482,"['KOG1038', 'KOG1038']","['Mitochondrial/chloroplast DNA-directed RNA polymerase RPO41, provides primers for DNA replication-initiation', 'Mitochondrial/chloroplast DNA-directed RNA polymerase RPO41, provides primers for DNA replication-initiation']","['Transcription ', 'Replication, recombination and repair ']","['INFORMATION STORAGE AND PROCESSING', 'INFORMATION STORAGE AND PROCESSING']","['DNA-directed RNA polymerase.', 'DNA-directed RNA polymerase.', 'DNA-directed RNA polymerase.']","['N nucleoside triphosphate = N diphosphate + {RNA}(N).', 'N nucleoside triphosphate = N diphosphate + {RNA}(N).', 'N nucleoside triphosphate = N diphosphate + {RNA}(N).']","['  RNA polymerase', 'Purine metabolism', 'Pyrimidine metabolism']","['TRANSCRIPTION', 'Nucleotide Metabolism', 'Nucleotide Metabolism']","['REGULATORY', 'METABOLIC', 'METABOLIC']","['2.7.7.6', '2.7.7.6', '2.7.7.6']","['\\N', '\\N', '\\N']","[2176, 2356, 4499, 2357, 2358, 2359, 16888]","['molecular_function', 'molecular_function', 'biological_process', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function']","['DNA binding', 'DNA-directed RNA polymerase activity', 'transcription', 'DNA-directed RNA polymerase I activity', 'DNA-directed RNA polymerase II activity', 'DNA-directed RNA polymerase III activity', 'RNA polymerase activity']","['GO:0003677', 'GO:0003899', 'GO:0006350', 'GO:0003900', 'GO:0003901', 'GO:0003902', 'GO:0034062']"
234,484,['KOG3243'],"['6,7-dimethyl-8-ribityllumazine synthase']",['Coenzyme transport and metabolism '],['METABOLISM'],,,,,,,,"[3112, 6836, 6946]","['molecular_function', 'biological_process', 'cellular_component']","['riboflavin synthase activity', 'riboflavin biosynthetic process', 'riboflavin synthase complex']","['GO:0004746', 'GO:0009231', 'GO:0009349']"
235,486,['KOG1765'],['Regulator of ribosome synthesis'],"['Translation, ribosomal structure and biogenesis ']",['INFORMATION STORAGE AND PROCESSING'],,,,,,,,"[3838, 17777]","['cellular_component', 'biological_process']","['nucleus', 'ribosome biogenesis and assembly']","['GO:0005634', 'GO:0042254']"
236,487,['KOG1449'],['Predicted Rho GTPase-activating protein CdGAPr'],['Signal transduction mechanisms '],['CELLULAR PROCESSES AND SIGNALING'],,,,,,,,"[3827, 5250]","['cellular_component', 'biological_process']","['intracellular', 'signal transduction']","['GO:0005622', 'GO:0007165']"
237,488,['KOG0330'],['ATP-dependent RNA helicase'],['RNA processing and modification  '],['INFORMATION STORAGE AND PROCESSING'],,,,,,,,"[2175, 3736, 5716, 2792]","['molecular_function', 'molecular_function', 'molecular_function', 'molecular_function']","['nucleic acid binding', 'ATP binding', 'ATP-dependent helicase activity', 'helicase activity']","['GO:0003676', 'GO:0005524', 'GO:0008026', 'GO:0004386']"
238,489,['KOG2963'],['RNA-binding protein required for 60S ribosomal subunit biogenesis'],"['Translation, ribosomal structure and biogenesis ']",['INFORMATION STORAGE AND PROCESSING'],,,,,,,,,,,
239,490,,,,,['Taurine dioxygenase.'],['Taurine + 2-oxoglutarate + O(2) = sulfite + aminoacetaldehyde + succinate + CO(2).'],['\\N'],['\\N'],['\\N'],['1.14.11.17'],['Fe(II); Ascorbate.'],"[4283, 9710, 649]","['biological_process', 'molecular_function', 'molecular_function']","['electron transport', 'oxidoreductase activity', 'taurine dioxygenase activity']","['GO:0006118', 'GO:0016491', 'GO:0000908']"
240,496,['KOG0069'],['Glyoxylate/hydroxypyruvate reductase (D-isomer-specific 2-hydroxy acid dehydrogenase superfamily)'],['Energy production and conversion '],['METABOLISM'],"['Formate dehydrogenase.', 'Formate dehydrogenase.']","['Formate + NAD(+) = CO(2) + NADH.', 'Formate + NAD(+) = CO(2) + NADH.']","['Glyoxylate and dicarboxylate metabolism', 'Methane metabolism']","['Carbohydrate Metabolism', 'Energy Metabolism']","['METABOLIC', 'METABOLIC']","['1.2.1.2', '1.2.1.2']","['\\N', '\\N']","[5830, 9823, 24535, 22441, 6479, 6923]","['biological_process', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'cellular_component']","['metabolic process', 'oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor', 'NAD binding', 'cofactor binding', 'formate dehydrogenase activity', 'formate dehydrogenase complex']","['GO:0008152', 'GO:0016616', 'GO:0051287', 'GO:0048037', 'GO:0008863', 'GO:0009326']"
241,500,,,,,"['Acid phosphatase.', 'Acid phosphatase.']","['An orthophosphoric monoester + H(2)O = an alcohol + phosphate.', 'An orthophosphoric monoester + H(2)O = an alcohol + phosphate.']","['gamma-Hexachlorocyclohexane degradation', 'Riboflavin metabolism']","['Biodegradation of Xenobiotics', 'Metabolism of Cofactors and Vitamins']","['METABOLIC', 'METABOLIC']","['3.1.3.2', '3.1.3.2']","['\\N', '\\N']","[9986, 2441]","['molecular_function', 'molecular_function']","['hydrolase activity, acting on ester bonds', 'acid phosphatase activity']","['GO:0016788', 'GO:0003993']"
242,501,['KOG2401'],['Predicted MutS-related protein involved in mismatch repair'],"['Replication, recombination and repair ']",['INFORMATION STORAGE AND PROCESSING'],,,,,,,,,,,
243,502,['KOG3752'],['Ribonuclease H'],"['Replication, recombination and repair ']",['INFORMATION STORAGE AND PROCESSING'],['Ribonuclease H.'],"[""Endonucleolytic cleavage to 5'-phosphomonoester.""]",['\\N'],['\\N'],['\\N'],['3.1.26.4'],['\\N'],"[2175, 2914]","['molecular_function', 'molecular_function']","['nucleic acid binding', 'ribonuclease H activity']","['GO:0003676', 'GO:0004523']"
244,503,['KOG3752'],['Ribonuclease H'],"['Replication, recombination and repair ']",['INFORMATION STORAGE AND PROCESSING'],['Ribonuclease H.'],"[""Endonucleolytic cleavage to 5'-phosphomonoester.""]",['\\N'],['\\N'],['\\N'],['3.1.26.4'],['\\N'],"[2175, 2914]","['molecular_function', 'molecular_function']","['nucleic acid binding', 'ribonuclease H activity']","['GO:0003676', 'GO:0004523']"
245,507,['KOG1721'],['FOG: Zn-finger'],['General function prediction only '],['POORLY CHARACTERIZED'],,,,,,,,"[2175, 3827, 5939]","['molecular_function', 'cellular_component', 'molecular_function']","['nucleic acid binding', 'intracellular', 'zinc ion binding']","['GO:0003676', 'GO:0005622', 'GO:0008270']"
246,508,['KOG2866'],['Uncharacterized conserved protein'],['Function unknown '],['POORLY CHARACTERIZED'],,,,,,,,,,,
247,510,['KOG1339'],['Aspartyl protease'],"['Posttranslational modification, protein turnover, chaperones ']",['CELLULAR PROCESSES AND SIGNALING'],['Yapsin 1.'],"['Hydrolyzes various precursor proteins with Arg or Lys in P1, and commonly Arg or Lys also in P2. The P3 amino acid is usually non- polar, but otherwise additional basic amino acids are favorable in both non-prime and prime positions.']",['\\N'],['\\N'],['\\N'],['3.4.23.41'],['\\N'],"[2632, 4639]","['molecular_function', 'biological_process']","['pepsin A activity', 'proteolysis']","['GO:0004194', 'GO:0006508']"
248,512,['KOG2121'],['Predicted metal-dependent hydrolase (beta-lactamase superfamily)'],['General function prediction only '],['POORLY CHARACTERIZED'],,,,,,,,"[9985, 18285]","['molecular_function', 'molecular_function']","['hydrolase activity', ""3'-tRNA processing endoribonuclease activity""]","['GO:0016787', 'GO:0042781']"
249,514,['KOG1104'],"['Nuclear cap-binding complex, subunit NCBP1/CBP80']",['RNA processing and modification  '],['INFORMATION STORAGE AND PROCESSING'],,,,,,,,"[3727, 9366, 3708]","['molecular_function', 'biological_process', 'molecular_function']","['protein binding', 'RNA metabolic process', 'binding']","['GO:0005515', 'GO:0016070', 'GO:0005488']"
250,524,"['KOG2674', 'KOG2674']","['Cysteine protease required for autophagy - Apg4p/Aut2p', 'Cysteine protease required for autophagy - Apg4p/Aut2p']","['Intracellular trafficking, secretion, and vesicular transport ', 'Cytoskeleton ']","['CELLULAR PROCESSES AND SIGNALING', 'CELLULAR PROCESSES AND SIGNALING']",['Cysteine endopeptidases.'],['\\N'],['\\N'],['\\N'],['\\N'],['3.4.22.-'],['\\N'],[2635],['molecular_function'],['cysteine-type endopeptidase activity'],['GO:0004197']
251,525,['KOG1426'],['FOG: RCC1 domain'],['Function unknown '],['POORLY CHARACTERIZED'],['Ubiquitin--protein ligase.'],['ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.'],['\\N'],['\\N'],['\\N'],['6.3.2.19'],['\\N'],"[3200, 24685, 24687, 24690, 24691]","['molecular_function', 'biological_process', 'biological_process', 'biological_process', 'biological_process']","['ubiquitin-protein ligase activity', 'regulation of ubiquitin-protein ligase activity', 'regulation of ubiquitin-protein ligase activity during meiotic cell cycle', 'positive regulation of ubiquitin-protein ligase activity', 'negative regulation of ubiquitin-protein ligase activity']","['GO:0004842', 'GO:0051438', 'GO:0051440', 'GO:0051443', 'GO:0051444']"
252,529,['KOG0571'],['Asparagine synthase (glutamine-hydrolyzing)'],['Amino acid transport and metabolism '],['METABOLISM'],"['Asparagine synthase (glutamine-hydrolysing).', 'Asparagine synthase (glutamine-hydrolysing).']","['ATP + L-aspartate + L-glutamine = AMP + diphosphate + L-asparagine + L-glutamate.', 'ATP + L-aspartate + L-glutamine = AMP + diphosphate + L-asparagine + L-glutamate.']","['Nitrogen metabolism', 'Alanine and aspartate metabolism']","['Energy Metabolism', 'Amino Acid Metabolism']","['METABOLIC', 'METABOLIC']","['6.3.5.4', '6.3.5.4']","['\\N', '\\N']","[5830, 2508, 4659]","['biological_process', 'molecular_function', 'biological_process']","['metabolic process', 'asparagine synthase (glutamine-hydrolyzing) activity', 'asparagine biosynthetic process']","['GO:0008152', 'GO:0004066', 'GO:0006529']"
253,531,['KOG0947'],"['Cytoplasmic exosomal RNA helicase SKI2, DEAD-box superfamily']",['RNA processing and modification  '],['INFORMATION STORAGE AND PROCESSING'],['Acting on acid anhydrides; involved in cellular and'],['\\N'],['\\N'],['\\N'],['\\N'],['3.6.4.-'],['\\N'],"[2175, 2792, 3736, 5716, 10013]","['molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function']","['nucleic acid binding', 'helicase activity', 'ATP binding', 'ATP-dependent helicase activity', 'hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides']","['GO:0003676', 'GO:0004386', 'GO:0005524', 'GO:0008026', 'GO:0016818']"
254,535,['KOG3770'],['Acid sphingomyelinase and PHM5 phosphate metabolism protein'],['Lipid transport and metabolism '],['METABOLISM'],['Sphingomyelin phosphodiesterase.'],['Sphingomyelin + H(2)O = N-acylsphingosine + choline phosphate.'],['Sphingophospholipid biosynthesis'],['Metabolism of Complex Lipids'],['METABOLIC'],['3.1.4.12'],['\\N'],"[9985, 3128]","['molecular_function', 'molecular_function']","['hydrolase activity', 'sphingomyelin phosphodiesterase activity']","['GO:0016787', 'GO:0004767']"
255,537,,,,,"['Hexosyltransferases.', 'Hexosyltransferases.', 'Hexosyltransferases.', 'Hexosyltransferases.', 'Hexosyltransferases.', 'Hexosyltransferases.', 'Hexosyltransferases.', 'Hexosyltransferases.', 'Hexosyltransferases.', 'Hexosyltransferases.', 'Hexosyltransferases.']","['\\N', '\\N', '\\N', '\\N', '\\N', '\\N', '\\N', '\\N', '\\N', '\\N', '\\N']","['O-Glycans biosynthesis', 'Fructose and mannose metabolism', 'Peptidoglycan biosynthesis', 'Sphingoglycolipid metabolism', 'Blood group glycolipid biosynthesis - lact series', 'Blood group glycolipid biosynthesis - neolact series', 'Glycerolipid metabolism', 'Globoside metabolism', 'Chondroitin / heparan sulfate biosynthesis', 'Keratan sulfate biosynthesis', 'N-Glycans biosynthesis']","['Metabolism of Complex Carbohydrates', 'Carbohydrate Metabolism', 'Metabolism of Complex Carbohydrates', 'Metabolism of Complex Lipids', 'Metabolism of Complex Lipids', 'Metabolism of Complex Lipids', 'Metabolism of Complex Lipids', 'Metabolism of Complex Lipids', 'Metabolism of Complex Carbohydrates', 'Metabolism of Complex Carbohydrates', 'Metabolism of Complex Carbohydrates']","['METABOLIC', 'METABOLIC', 'METABOLIC', 'METABOLIC', 'METABOLIC', 'METABOLIC', 'METABOLIC', 'METABOLIC', 'METABOLIC', 'METABOLIC', 'METABOLIC']","['2.4.1.-', '2.4.1.-', '2.4.1.-', '2.4.1.-', '2.4.1.-', '2.4.1.-', '2.4.1.-', '2.4.1.-', '2.4.1.-', '2.4.1.-', '2.4.1.-']","['\\N', '\\N', '\\N', '\\N', '\\N', '\\N', '\\N', '\\N', '\\N', '\\N', '\\N']","[24, 42, 45, 48, 1170, 2430, 2782, 2953, 2959, 6039, 6040, 6042, 6077, 6376, 6535, 9532, 9958, 11017, 11018, 11019, 11020, 11396, 11466, 14119, 16390, 17801, 17803, 19616, 20962, 21342, 21343]","['molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function']","['alpha-1,6-mannosyltransferase activity', 'alpha-1,2-mannosyltransferase activity', 'mannosyltransferase activity', 'alpha-1,3-mannosyltransferase activity', 'alpha-1,3-galactosyltransferase activity', 'UDP-glucose:glycoprotein glucosyltransferase activity', 'glycolipid mannosyltransferase activity', 'oligosaccharyl transferase activity', 'dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity', 'acetylglucosaminyltransferase activity', 'acetylgalactosaminyltransferase activity', 'galactosyltransferase activity', 'fucosyltransferase activity', 'O antigen polymerase activity', 'lipopolysaccharide-1,6-galactosyltransferase activity', 'UDP-N-acetylglucosamine-peptide N-acetylglucosaminyltransferase activity', 'cellulose synthase activity', '9-phenanthrol UDP-glucuronosyltransferase activity', '1-phenanthrol glycosyltransferase activity', '9-phenanthrol glycosyltransferase activity', '1,2-dihydroxy-phenanthrene glycosyltransferase activity', 'phenanthrol glycosyltransferase activity', 'beta-1,4-mannosyltransferase activity', 'alpha-1,2-galactosyltransferase activity', 'dolichyl pyrophosphate Man7GlcNAc2 alpha-1,3-glucosyltransferase activity', 'dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity', 'dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity', 'inositol phosphoceramide synthase activity', 'glucosyltransferase activity', 'alpha(1,3)-fucosyltransferase activity', 'alpha(1,6)-fucosyltransferase activity']","['GO:0000009', 'GO:0000026', 'GO:0000030', 'GO:0000033', 'GO:0001962', 'GO:0003980', 'GO:0004376', 'GO:0004576', 'GO:0004583', 'GO:0008375', 'GO:0008376', 'GO:0008378', 'GO:0008417', 'GO:0008755', 'GO:0008921', 'GO:0016253', 'GO:0016759', 'GO:0018715', 'GO:0018716', 'GO:0018717', 'GO:0018718', 'GO:0019112', 'GO:0019187', 'GO:0031278', 'GO:0033556', 'GO:0042281', 'GO:0042283', 'GO:0045140', 'GO:0046527', 'GO:0046920', 'GO:0046921']"
256,538,,,,,,,,,,,,[12251],['molecular_function'],['heme binding'],['GO:0020037']
257,548,['KOG2961'],['Predicted hydrolase (HAD superfamily)'],['General function prediction only '],['POORLY CHARACTERIZED'],['Phosphatidylglycerophosphatase.'],['Phosphatidylglycerophosphate + H(2)O = phosphatidylglycerol + phosphate.'],['Glycerolipid metabolism'],['Metabolism of Complex Lipids'],['METABOLIC'],['3.1.3.27'],['\\N'],[6574],['molecular_function'],['phosphatidylglycerophosphatase activity'],['GO:0008962']
258,550,['KOG0254'],['Predicted transporter (major facilitator superfamily)'],['General function prediction only '],['POORLY CHARACTERIZED'],,,,,,,,"[3642, 6276, 9320, 3546, 4927, 9321]","['molecular_function', 'biological_process', 'cellular_component', 'molecular_function', 'biological_process', 'cellular_component']","['sugar:hydrogen symporter activity', 'carbohydrate transport', 'membrane', 'transporter activity', 'transport', 'integral to membrane']","['GO:0005351', 'GO:0008643', 'GO:0016020', 'GO:0005215', 'GO:0006810', 'GO:0016021']"
